onset	duration	event_type
0.0112000000000023	15.0009	fixation_cross
15.64439999999999	0.5	comprehension
16.14439999999999	1.6999999999999993	silence
17.244399999999988	0.6	turn_initiation
17.84439999999999	0.5	production
18.34439999999999	1.0	silence
19.34439999999999	1.0999999999999996	comprehension
20.44439999999999	1.0	silence
20.84439999999999	0.6	turn_initiation
21.44439999999999	1.1000000000000003	production
22.54439999999999	0.9000000000000021	silence
23.44439999999999	0.5999999999999996	comprehension
24.04439999999999	0.8000000000000007	silence
24.84439999999999	2.700000000000001	comprehension
27.54439999999999	1.1000000000000014	silence
28.04439999999999	0.6	turn_initiation
28.64439999999999	1.6999999999999993	production
30.34439999999999	0.6999999999999993	silence
31.04439999999999	3.4999999999999982	comprehension
34.54439999999999	0.3000000000000042	silence
34.84439999999999	3.1000000000000014	comprehension
37.94439999999999	0.8000000000000043	silence
38.14439999999999	0.6	turn_initiation
38.74439999999999	3.5	production
42.24439999999999	0.6999999999999957	silence
42.94439999999999	2.599999999999998	production
45.54439999999999	0.5	silence
46.04439999999999	2.3000000000000043	production
48.64439999999999	2.700000000000003	production
51.34439999999999	0.5	silence
51.84439999999999	3.0	production
54.84439999999999	0.6999999999999957	silence
55.54439999999999	4.5	production
60.04439999999999	0.5	silence
60.54439999999999	3.0	production
63.74439999999999	2.299999999999997	production
66.0444	0.5999999999999943	silence
66.64439999999999	0.7000000000000028	production
67.5444	0.6000000000000014	production
68.14439999999999	0.4000000000000057	silence
68.5444	3.200000000000003	production
71.74439999999998	2.0	silence
73.74439999999998	5.499999999999993	production
79.24439999999998	11.800000000000011	silence
91.0444	4.799999999999997	production
95.8444	0.7000000000000028	silence
96.5444	3.0	production
99.8444	1.3999999999999917	production
101.4444	4.299999999999997	production
105.74439999999998	0.4000000000000199	silence
106.1444	2.0999999999999943	production
108.24439999999998	0.3000000000000113	silence
108.5444	2.1999999999999886	production
110.74439999999998	0.4000000000000199	silence
111.1444	1.5	production
112.6444	1.0	silence
113.6444	5.799999999999997	production
119.4444	0.799999999999983	silence
120.24439999999998	0.8000000000000114	production
121.8444	5.399999999999992	production
127.24439999999998	0.4000000000000199	silence
127.6444	0.9000000000000057	production
128.5444	0.3000000000000113	silence
128.8444	0.7999999999999972	production
129.6444	0.700000000000017	silence
130.3444	3.700000000000003	production
134.0444	0.5	silence
134.5444	2.6999999999999886	production
137.24439999999998	0.3000000000000113	silence
137.5444	1.6999999999999886	production
139.24439999999998	0.4000000000000057	silence
139.6444	0.7000000000000028	production
140.3444	0.5	silence
